2022-02-21,fried_batter,525.0,403.0,0.0,122.00000000000001
2022-02-21,bun,525.0,486.0,0.0,39.0
2022-02-21,chicken_patty,700.0,618.0,0.0,82.0
2022-02-21,pickle_chips,1750.0,1633.0,0.0,117.0
2022-02-21,lettuce,350.0,312.0,0.0,38.0
2022-02-21,tomato,350.0,312.0,0.0,38.0
2022-02-21,cheese,262.5,226.5,0.0,36.0
2022-02-21,spice,1050.0,1026.0,0.0,24.0
2022-02-21,chicken_nuggets,7000.0,6496.0,0.0,504.0
2022-02-21,chicken_strips,5250.0,5228.0,0.0,22.0
2022-02-21,flat_bread,262.5,254.5,0.0,8.0
2022-02-21,mixed_greens,700.0,627.0,0.0,73.0
2022-02-21,shredded_monterey_jack,1050.0,1036.0,0.0,14.0
2022-02-21,waffle_fries,10500.0,10349.98,0.0,150.02
2022-02-21,roasted_corn_kernels,350.0,350.0,0.0,0.0
2022-02-21,crumbled_bacon,350.0,350.0,0.0,0.0
2022-02-21,avacado_lime_dressing,700.0,700.0,0.0,0.0
2022-02-21,red_bell_pepers,525.0,525.0,0.0,0.0
2022-02-21,grape tomatoes,875.0,875.0,0.0,0.0
2022-02-21,hard_boiled_egg,262.5,262.5,0.0,0.0
2022-02-21,blue_cheese,350.0,281.0,0.0,69.0
2022-02-21,apples,350.0,281.0,0.0,69.0
2022-02-21,strawberries,350.0,281.0,0.0,69.0
2022-02-21,blueberries,350.0,281.0,0.0,69.0
2022-02-21,harvest_nut_granola,350.0,281.0,0.0,69.0
2022-02-21,zesty_apple_vinagrette,350.0,281.0,0.0,69.0
2022-02-21,chicken_tenders,7000.0,6980.0,0.0,20.0
2022-02-21,biscuit,525.0,494.0,0.0,31.0
2022-02-21,chicken_mini_bread,1750.0,1711.0,0.0,39.0
2022-02-21,butter,525.0,521.75,0.0,3.25
2022-02-21,bacon,525.0,522.0,0.0,3.0
2022-02-21,tortilla,350.0,344.0,0.0,6.0
2022-02-21,eggs,350.0,327.0,0.0,23.0
2022-02-21,sausage,175.0,172.0,0.0,3.0
2022-02-21,bagel,175.0,149.0,0.0,26.0
2022-02-21,oatmeal,175.0,165.0,0.0,10.0
2022-02-21,fruit,350.0,331.5,0.0,18.5
2022-02-21,cream_cheese,175.0,167.0,0.0,8.0
2022-02-21,hash_brown,700.0,684.0,0.0,16.0
2022-02-21,yogurt_parfait,175.0,164.0,0.0,11.0
2022-02-21,cinamon_cluster,175.0,166.0,0.0,9.0
2022-02-21,lemonade,3500.0,3458.6,0.0,41.400000000000006
2022-02-21,straw,10500.0,10265.0,0.0,235.0
2022-02-21,small_drink_cup,3500.0,3471.0,0.0,29.0
2022-02-21,medium_drink_cup,3500.0,3339.0,0.0,161.0
2022-02-21,large_drink_cup,3500.0,3455.0,0.0,45.0
2022-02-21,lemonade_diet,1750.0,1738.8,0.0,11.200000000000001
2022-02-21,ice_tea_unsweet,3500.0,3477.7,0.0,22.299999999999997
2022-02-21,ice_tea_sweet,3500.0,3415.2,0.0,84.80000000000001
2022-02-21,soft_drink,10500.0,10345.8,0.0,154.20000000000002
2022-02-21,dasani_water_bottle,525.0,515.0,0.0,10.0
2022-02-21,orange_juice_bottle,525.0,520.0,0.0,5.0
2022-02-21,apple_juice,525.0,525.0,0.0,0.0
2022-02-21,ice_coffee,350.0,331.0,0.0,19.0
2022-02-21,coffee,1050.0,1028.0,0.0,22.0
2022-02-21,Coffee_box,175.0,169.0,0.0,6.0
2022-02-21,milk_chocolate,350.0,350.0,0.0,0.0
2022-02-21,milk,350.0,328.0,0.0,22.0
2022-02-21,icecream,350.0,294.0,0.0,56.0
2022-02-21,vanilla_flavor,350.0,348.0,0.0,2.0
2022-02-21,cream_flavor,350.0,346.0,0.0,4.0
2022-02-21,chunk_cookie,350.0,306.0,0.0,44.0
2022-02-21,chocolate_flavor,350.0,348.0,0.0,2.0
2022-02-21,strawberry_flavor,350.0,343.0,0.0,7.0
2022-02-21,frosted_extract,350.0,347.0,0.0,3.0
2022-02-21,icecream_cone,350.0,335.0,0.0,15.0
2022-02-21,icecream_come,350.0,339.0,0.0,11.0
2022-02-21,icecream_topping,350.0,345.0,0.0,5.0
2022-02-21,to_go_bag,10500.0,10389.0,0.0,111.0
2022-02-21,napkins,10500.0,9945.0,0.0,555.0
2022-02-21,ketchup,10500.0,10488.0,0.0,12.0
2022-02-21,ranch,10500.0,10495.0,0.0,5.0
2022-02-21,buffalo_sauce,10500.0,10495.0,0.0,5.0
2022-02-21,bbq_sauce,10500.0,10495.0,0.0,5.0
2022-02-21,polyneasian,10500.0,10496.0,0.0,4.0
2022-02-21,chickfala,10500.0,10493.0,0.0,7.0
2022-02-21,silverware,3500.0,3488.0,0.0,12.0
2022-02-22,fried_batter,281.0,635.0,525.0,171.0
2022-02-22,bun,447.0,392.0,0.0,55.0
2022-02-22,chicken_patty,536.0,424.0,0.0,112.0
2022-02-22,pickle_chips,1516.0,1351.0,0.0,165.0
2022-02-22,lettuce,274.0,232.0,0.0,42.0
2022-02-22,tomato,274.0,232.0,0.0,42.0
2022-02-22,cheese,190.5,143.5,0.0,47.0
2022-02-22,spice,1002.0,958.0,0.0,44.0
2022-02-22,chicken_nuggets,5992.0,5739.0,0.0,253.0
2022-02-22,chicken_strips,5206.0,5109.0,0.0,97.0
2022-02-22,flat_bread,246.5,240.5,0.0,6.0
2022-02-22,mixed_greens,554.0,485.0,0.0,69.0
2022-02-22,shredded_monterey_jack,1022.0,990.0,0.0,32.0
2022-02-22,waffle_fries,10199.96,10076.0,0.0,123.96
2022-02-22,roasted_corn_kernels,350.0,336.0,0.0,14.0
2022-02-22,crumbled_bacon,350.0,336.0,0.0,14.0
2022-02-22,avacado_lime_dressing,700.0,686.0,0.0,14.0
2022-02-22,red_bell_pepers,525.0,511.0,0.0,14.0
2022-02-22,grape tomatoes,875.0,805.0,0.0,70.0
2022-02-22,hard_boiled_egg,262.5,248.5,0.0,14.0
2022-02-22,blue_cheese,212.0,160.0,0.0,52.0
2022-02-22,apples,212.0,160.0,0.0,52.0
2022-02-22,strawberries,212.0,160.0,0.0,52.0
2022-02-22,blueberries,212.0,160.0,0.0,52.0
2022-02-22,harvest_nut_granola,212.0,160.0,0.0,52.0
2022-02-22,zesty_apple_vinagrette,212.0,160.0,0.0,52.0
2022-02-22,chicken_tenders,6960.0,6946.0,0.0,14.0
2022-02-22,biscuit,463.0,415.0,0.0,48.0
