0,2022-02-21,08:00:35,48.94,Joan,190
1,2022-02-21,08:01:10,7.84,Alicia,115
2,2022-02-21,08:01:45,3.42,Samantha,68
3,2022-02-21,08:02:20,107.17,Sarah,13
4,2022-02-21,08:02:55,49.6,Cory,3
5,2022-02-21,08:03:30,14.32,Shannon,46
6,2022-02-21,08:04:05,0.0,Andrea,29
7,2022-02-21,08:04:40,7.43,James,130
8,2022-02-21,08:05:15,30.040000000000003,Ronnie,38
9,2022-02-21,08:05:50,26.78,Tyrone,159
10,2022-02-21,08:06:25,23.919999999999998,Sarah,99
11,2022-02-21,08:07:00,9.45,Sandra,87
12,2022-02-21,08:07:35,11.51,Kyle,49
13,2022-02-21,08:08:10,20.43,James,157
14,2022-02-21,08:08:45,14.86,Raymond,54
15,2022-02-21,08:09:20,23.73,John,102
16,2022-02-21,08:09:55,58.96000000000001,Gabrielle,192
17,2022-02-21,08:10:30,59.53,Lindsey,184
18,2022-02-21,08:11:05,24.54,Matthew,148
19,2022-02-21,08:11:40,27.59,Mary,117
20,2022-02-21,08:12:15,8.43,Luke,123
21,2022-02-21,08:12:50,36.04,Cory,103
22,2022-02-21,08:13:25,60.23,Susan,88
23,2022-02-21,08:14:00,49.74,Ann,35
24,2022-02-21,08:14:35,5.43,George,113
25,2022-02-21,08:15:10,20.48,Nicholas,7
26,2022-02-21,08:15:45,45.71,Elizabeth,155
27,2022-02-21,08:16:20,5.12,Kenneth,194
28,2022-02-21,08:16:55,26.560000000000002,Ashley,165
29,2022-02-21,08:17:30,23.02,Benjamin,76
30,2022-02-21,08:18:05,36.85,Sandra,87
31,2022-02-21,08:18:40,42.33,Donald,140
32,2022-02-21,08:19:15,44.85,Mark,177
33,2022-02-21,08:19:50,23.1,Margaret,160
34,2022-02-21,08:20:25,52.269999999999996,James,130
35,2022-02-21,08:21:00,7.77,Veronica,183
36,2022-02-21,08:21:35,29.45,Dana,108
37,2022-02-21,08:22:10,70.42,Sean,181
38,2022-02-21,08:22:45,14.850000000000001,Hannah,132
39,2022-02-21,08:23:20,18.02,Colleen,59
40,2022-02-21,08:23:55,10.01,Brittany,40
41,2022-02-21,08:24:30,40.4,Susan,170
42,2022-02-21,08:25:05,43.12,Katherine,118
43,2022-02-21,08:25:40,64.67999999999999,Charles,169
44,2022-02-21,08:26:15,16.36,Linda,180
45,2022-02-21,08:26:50,46.169999999999995,Nicole,105
46,2022-02-21,08:27:25,49.730000000000004,Abigail,191
47,2022-02-21,08:28:00,5.43,Sharon,78
48,2022-02-21,08:28:35,24.6,Judy,71
49,2022-02-21,08:29:10,13.990000000000002,Denise,90
50,2022-02-21,08:29:45,24.990000000000002,John,187
51,2022-02-21,08:30:20,31.52,Jason,58
52,2022-02-21,08:30:55,8.56,Elizabeth,39
53,2022-02-21,08:31:30,60.739999999999995,Holly,36
54,2022-02-21,08:32:05,58.63,Heather,134
55,2022-02-21,08:32:40,23.68,Brandon,23
56,2022-02-21,08:33:15,14.700000000000001,Louis,107
57,2022-02-21,08:33:50,3.2700000000000005,Colleen,142
58,2022-02-21,08:34:25,30.529999999999998,Elizabeth,2
59,2022-02-21,08:35:00,28.84,Sean,181
60,2022-02-21,08:35:35,30.54,Amy,85
61,2022-02-21,08:36:10,21.8,Nicole,105
62,2022-02-21,08:36:45,23.729999999999997,Raymond,54
63,2022-02-21,08:37:20,33.48,Bonnie,189
64,2022-02-21,08:37:55,29.71,James,4
65,2022-02-21,08:38:30,72.81,Mark,34
66,2022-02-21,08:39:05,59.839999999999996,Susan,88
67,2022-02-21,08:39:40,19.549999999999997,Holly,36
68,2022-02-21,08:40:15,71.64,Ann,35
69,2022-02-21,08:40:50,19.439999999999998,Mark,5
70,2022-02-21,08:41:25,9.59,Tonya,70
71,2022-02-21,08:42:00,11.969999999999999,Cory,103
72,2022-02-21,08:42:35,28.75,Andrew,122
73,2022-02-21,08:43:10,26.749999999999996,Adam,174
74,2022-02-21,08:43:45,50.60000000000001,Brittany,40
75,2022-02-21,08:44:20,2.96,Margaret,160
76,2022-02-21,08:44:55,25.8,Sydney,178
77,2022-02-21,08:45:30,20.700000000000003,Robert,173
78,2022-02-21,08:46:05,41.410000000000004,Victor,205
79,2022-02-21,08:46:40,73.21000000000001,Jason,58
80,2022-02-21,08:47:15,62.199999999999996,Samuel,149
81,2022-02-21,08:47:50,20.23,Donald,5
82,2022-02-21,08:48:25,18.5,Willie,143
83,2022-02-21,08:49:00,4.08,Sean,181
84,2022-02-21,08:49:35,40.01,Joanna,63
85,2022-02-21,08:50:10,38.77,William,156
86,2022-02-21,08:50:45,19.22,Lynn,12
87,2022-02-21,08:51:20,52.699999999999996,Donald,140
88,2022-02-21,08:51:55,45.720000000000006,Sean,181
89,2022-02-21,08:52:30,32.97,James,130
90,2022-02-21,08:53:05,12.09,Kenneth,194
91,2022-02-21,08:53:40,30.720000000000002,Nicole,79
92,2022-02-21,08:54:15,35.1,Angela,125
93,2022-02-21,08:54:50,38.45,Jason,58
94,2022-02-21,08:55:25,9.9,Vincent,171
